585 , 91 , 0.06220054626464844
548 , 103 , 0.18939852714538574
703 , 125 , 0.4357261657714844
325 , 68 , 8.301628589630127
441 , 81 , 2.4068124294281006
251 , 42 , 0.16181015968322754
496 , 78 , 13.983372449874878
462 , 76 , 4.254921913146973
496 , 85 , 0.005986690521240234
747 , 116 , 0.20190954208374023
585 , 91 , 0.09372758865356445
548 , 103 , 0.23431968688964844
703 , 125 , 0.5155034065246582
325 , 68 , 12.396615505218506
441 , 81 , 4.042011976242065
251 , 42 , 0.24994182586669922
496 , 78 , 18.78099036216736
462 , 76 , 5.261845111846924
496 , 85 , 0.0
747 , 116 , 0.34366798400878906
585 , 91 , 0.15625572204589844
548 , 103 , 0.1562058925628662
703 , 125 , 0.42178893089294434
325 , 68 , 8.740070343017578
441 , 81 , 2.8035902976989746
251 , 42 , 0.20322108268737793
496 , 78 , 14.512820482254028
462 , 76 , 4.9459757804870605
496 , 85 , 0.009799718856811523
747 , 116 , 0.19913148880004883
